status_id,annotator1,annotator2,annotator3,lang,is_finnish,Notes
1254511302917210000,"",-,"",fi,"",""
1254515854550750000,"","","",fi,"",""
1254517305284970000,"","","",fi,"",""
1254517432917450000,"","","","","",""
1254524998980640000,"","","",fi,"",""
1254533128095360000,"","","","","",""
1254536198661510000,"","","",bs,"",""
1254541530276280000,"","","","",NO FINN,""
1254541722400550000,"",0,"",fi,"",""
1254545560616550000,"","","",mg,"",""
1254548199261510000,"","","","","",""
1254549093134760000,"","","",fi,"",""
1254551272767800000,"","","","","",""
1254552428332140000,"","","",so,NO FINN,""
1254552856012700000,"","","",fi,"",""
1254556950018260000,"","","",fi,"",""
1254557834169250000,"","","",so,"",""
1254558401893270000,"","","","","",""
1254573692614520000,"","","",fi,"",""
1254579094961810000,"","","","","",""
1254579159726200000,"","","",fi,NO FINN,""
1254599145299630000,"","","",fi,"",""
1254601611059620000,"","","",fi,"",""
1254610661964950000,"",-,"",fi,"",""
1254611398706870000,"","","","","",""
1254612798669240000,"","","",fi,"",""
1254616044867630000,+,+,+,fi,"",""
1254618824487370000,"","","",fi,"",""
1254619493831250000,"","","",fi,"",""
1254621999307120000,"","","",fi,"",""
1254624362516360000,"",0,0,fi,"",""
1254625317664280000,"","","",fi,"",""
1254627051262390000,0,-,0,fi,"",""
1254629880811180000,0,-,-,fi,"",""
1254636767535390000,"","","","","",""
1254639892233100000,"","","","","",""
1254643374512100000,"","","","","",""
1254643396066580000,"",+,"",fi,"",""
1254644741968470000,"","","",fi,"",""
1254644755004220000,"","","",jv,NO FINN,""
1254645077839960000,"",+,"",fi,"",sarcasm
1254645712333260000,"","","","","",""
1254646268787190000,"","","",bg-Latn,"",""
1254648366283270000,"","","",xh,"",""
1254650729463190000,"","","",fi,"",""
1254654551011050000,"",0,"",fi,"",""
1254658043326930000,"","","",fi,"",""
1254658794652680000,"",+,"",fi,"",""
1254659111783990000,"",-,0,fi,"",""
1254659331519330000,"","","",fi,"",""
1254660231172370000,"","","",fi,"",""
1254661306948490000,"","","",fi,"",""
1254661478269020000,-,-,-,fi,"",""
1254661517947010000,"","","","",NO FINN,""
1254661731311410000,"",0,"",fi,"",""
1254662365758610000,"","","",fi,"",""
1254662767786820000,"","","",fi,"",""
1254663410660320000,"",0,0,fi,"",""
1254663634908840000,-,-,-,fi,"",""
1254664357746700000,"",+,0,fi,"",""
1254664977320940000,"","","",fi,"",""
1254665619980650000,"",-,"",fi,"",""
1254667005631910000,0,0,0,fi,"",""
1254667013856910000,"","","",fi,"",""
1254667066940020000,"",-,"",fi,"",""
1254669768549960000,"",0,-,fi,"",""
1254670349876240000,"","","","","",""
1254670353856680000,"","","",fi,"",""
1254671354441400000,"","","",fi,"",""
1254673736902550000,"","","","","",""
1254674981566510000,"",-,"",fi,"",""
1254678328784690000,"","","",fi,"",""
1254680012600610000,"","","",fi,"",""
1254680748604480000,-,-,-,fi,"",""
1254681263736160000,"",+,+,fi,"",""
1254681693539260000,"","","",fi,"",""
1254683666183320000,+,+,+,fi,"",""
1254684323518830000,"","","","","",""
1254684770677780000,"","","",fy,NO FINN,""
1254685729499890000,"","","",fi,"",""
1254686029241520000,"","","",fi,"",""
1254687999188660000,"",0,"",fi,"",""
1254688255351630000,"","","",mk,"",""
1254688693601930000,"",0,"",hu,"",""
1254690940297640000,"",0,"",fi,"",""
1254691149870170000,"","","","","",""
1254691501470250000,0,"","","","",""
1254693174586550000,-,-,-,fi,"",""
1254693370955520000,"",+,+,"","",""
1254693693761750000,"","","",fi,"",""
1254694458148430000,"","","",fi,"",""
1254694910416080000,"","","",fi,"",""
1254702893116110000,"",-,"",fi,"",""
1254703710690780000,"","","",fi,"",""
1254704400024560000,"","","","",x,""
1254706502650210000,"",+,"",fi,"",""
1254706588612530000,"","","",fi,"",""
1254706745726780000,"","","",fi,"",""
1254706752198750000,0,0,-,fi,"",""
1254710426773980000,"","","",fi,"",""
1254710823802610000,+,+,0,fi,"",""
1254710895592320000,-,-,-,fi,"",""
1254711358618300000,"",0,"",fi,"",""
1254711459466160000,"",0,"",fi,"",""
1254711919904200000,"","","",fi,"",""
1254712001332460000,"",0,"",fi,"",""
1254712046123390000,"","","",fi,"",""
1254714830910520000,"","","",fi,"",""
1254714991376250000,"",-,"",fi,"",""
1254715036637050000,"",0,"",fi,"",""
1254716066040870000,"","","",so,x,""
1254716822575880000,"","","",fi,"",""
1254717563675770000,"","","",fi,"",""
1254718707361780000,"",+,"",fi,"",""
1254719634198180000,"","","","","",""
1254719731241800000,"",0,"",fi,"",""
1254720427034840000,"",0,"",fi,"",""
1254722148532400000,"",0,0,fi,"",""
1254722477286180000,"","","",sw,x,""
1254722861887000000,"",-,"",fi,"",""
1254724522537870000,"","","",fi,"",""
1254724814847310000,"","","",so,"",""
1254725108985460000,"","","",fi,"",""
1254725684796300000,"","","",fi,"",""
1254725833148830000,0,"",0,fi,"",""
1254726639143000000,"","","",fi,"",""
1254727877616160000,"","","",sw,"",""
1254727897979520000,"",+,"",fi,"",""
1254729761408110000,"","","",fi,"",""
1254730517263480000,"","","",fi,"",""
1254732811887690000,"","","",mt,NO FINN,""
1254734517669150000,"","","",fi,"",""
1254734568269190000,"",+,+,fi,"",""
1254735263173090000,"",-,"",fi,"",""
1254735652509360000,"",0,"",fi,"",""
1254736030189660000,"","","",fi,"",""
1254736196175090000,"","","",fi,"",""
1254737103726030000,"","","",fi,"",""
1254738146954220000,"","","",so,"",""
1254739469770670000,"","","",fi,"",""
1254740478446030000,"","","",hi-Latn,"",""
1254741649063800000,"","","",fi,"",""
1254743427528390000,-,-,-,fi,"",""
1254745803689780000,"","","",fi,"",""
1254748202420640000,-,+,-,fi,"",""
1254749947372740000,"","","",fi,"",""
1254750958225100000,"","","",fi,"",""
1254753373829710000,"","","",fi,"",""
1254753812398720000,"","","",fi,"",""
1254754074211300000,"","","",fi,"",""
1254755603999850000,"","","",fi,"",""
1254756161494170000,"",0,"",fi,"",""
1254757732479010000,"",+,"",fi,"",""
1254757967599030000,"","","",sn,"",""
1254759228566200000,"","","",fi,"",""
1254759882382860000,"",0,"",fi,"",""
1254759993175310000,"","","","","",""
1254760637147890000,"",-,"",fi,"",""
1254761668464300000,"","","",fi,"",""
1254762019141620000,"",+,"",fi,"",""
1254762468926200000,"","","",fi,"",""
1254764394631690000,"","","","","",""
1254765688817940000,"","","","",NO FINN,""
1254765891041940000,"","","",fi,"",""
1254766532283920000,"",+,"",fi,"",""
1254766760986730000,"","","","","",""
1254766854817480000,"","","",fi,"",""
1254767462467330000,"",0,"",fi,"",""
1254768299855900000,"",0,"",fi,"",""
1254768331782930000,"",+,"",fi,"",""
1254768735593760000,"","","",fi,"",""
1254770498082200000,"",0,"",fi,"",""
1254770949347350000,"","","",fi,"",""
1254773436766810000,"","","",fi,"",""
1254774200734060000,"",-,"",fi,"",""
1254775124940610000,"","","",fi,"",""
1254776210959160000,"",0,"",fi,"",""
1254776468225160000,"","","",fi,"",""
1254777353051320000,"","","",fi,"",""
1254778017571720000,"","","",fi,"",""
1254780053625270000,"","","",fi,"",""
1254782830116130000,"",0,"",fi,"",""
1254785540710230000,"","","",fi,"",""
1254787504353360000,"","","",fi,"",""
1254788312478350000,"","","","",x,""
1254789638717240000,"","","",no,"",""
1254789960562910000,-,0,-,fi,"",""
1254790125130670000,"",+,"",fi,"",""
1254790560780440000,"",+,"",fi,"",""
1254790745652790000,"","","","",no fin,""
1254792201172890000,"",0,"",fi,"",""
1254792615951830000,"","","",fi,"",""
1254792885515450000,"","","",fi,"",""
1254793193385840000,"","","",fi,"",""
1254793339985070000,"",0,"",fi,"",""
1254794035388200000,0,-,-,fi,"",""
1254794603687020000,-,+,0,fi,"",""
1254795161860800000,"","","","",no FIN,""
1254797844873020000,"","","","",NO FINN,""
1254798363008090000,"","","",fi,"",""
1254798769956190000,"",+,"",fi,"",""
1254798770862280000,"","","",ha,"",""
1254801788458470000,"","","",fi,"",""
1254801841944060000,"","","","","",""
1254802762916900000,"","","",so,"",""
1254804420237370000,"","","",sn,"",""
1254805289897010000,0,0,0,fi,"",""
1254805599419860000,"","","","",x,""
1254807030608450000,"","","",sw,"",""
1254807124640710000,"","","",fi,"",""
1254807603059800000,"",0,"",fi,"",""
1254809233897520000,"","","",fi,"",""
1254809400688120000,+,+,+,fi,"",""
1254809827261350000,"","","","","",""
1254810073311810000,"","","","","",""
1254810276748290000,"","","",fi,"",""
1254810593451700000,"","","",fi,"",""
1254811972094360000,0,0,0,fi,"",""
1254812952923900000,"","","",fi,"",""
1254814095188140000,"","","","","",""
1254814293834500000,"","","",fi,"",""
1254814695749500000,"","","",fi,"",""
1254816196177760000,"","","","","",""
1254817470218720000,"","","",fi,"",""
1254817850210110000,"",-,"",fi,"",""
1254818014312180000,"","","",fi,"",""
1254818088249420000,"","","",sw,"",""
1254819084816070000,"","","","","",""
1254819827505670000,"",0,"",fi,"",""
1254820803696260000,"","","",fi,"",""
1254825781005560000,"","","",fi,"",""
1254826810770170000,"","","",fi,"",""
1254828469797700000,"","","",fi,"",""
1254829155721540000,"","","",so,NO FINN,""
1254833435992110000,"",0,"",fi,"",""
1254833691861360000,0,-,-,fi,"",""
1254836182141130000,"","","",fi,"",""
1254836290295670000,"",+,+,fi,"",""
1254838683640970000,"",0,"",fi,"",""
1254839901553660000,"",0,"",fi,"",""
1254840721598750000,"","","",fi,"",""
1254842032016650000,"","","","",NO FINN,""
1254842422212860000,"",0,"",fi,"",""
1254842466664150000,"","","",fi,"",""
1254843253016450000,0,0,"","",fi,""
1254843742336490000,"",0,0,fi,"",""
1254844016681760000,"",+,"",fi,"",""
1254846491706810000,"","","",zh-Latn,"",""
1254847614333400000,"","","",bg-Latn,"",""
1254848417446140000,"",0,"",fi,"",""
1254850468850830000,"","","",sw,NO FINN,""
1254850811995340000,"","","",fi,"",""
1254850974394590000,"",-,"",fi,"",""
1254853610334290000,"","","",fi,"",""
1254854773397790000,"",+,"",fi,"",""
1254855027790710000,"",+,"",fi,"",""
1254856555159320000,"","","",fi,x,""
1254859872534880000,"","","",fi,"",""
1254861581910810000,0,-,-,fi,"",""
1254861723703680000,"",0,"",fi,"",""
1254863064203010000,"","","",fi,"",""
1254865308621220000,"","","",fi,"",""
1254865779050160000,"","","",fi,"",""
1254867778072450000,-,-,+,fi,"",""
1254868268948620000,"","","",fi,"",""
1254870707932140000,"","","",fi,"",""
1254876236687520000,-,0,-,fi,"",""
1254877807668270000,0,-,-,fi,"",""
1254880877181580000,"","","",fi,"",""
1254885565838910000,"","","","","",""
1254886649244400000,"","","",sw,NO FINN,""
1254886737643480000,"",-,"",fi,"",""
1254892225026200000,"","","",ha,"",""
1254893796241950000,-,0,-,fi,"",""
1254900880752680000,"","","",fi,"",""
1254910361179960000,"","","",sw,"",""
1254913841944820000,-,-,-,fi,"",""
1254916891426150000,"","","","",NO FINN,""
1254918383230990000,"","","","",no fin,""
1254923919406090000,"",+,"",fi,"",""
1254925532862360000,"","","",mg,NO FINN,""
1254946367673380000,"","","",fi,"",""
1254946703892820000,"","","","",NO FINN,""
1254953642999910000,"","","",fi,NO FINN,""
1254955909299740000,"",+,"",fi,"",""
1254960712650290000,"","","",so,"",""
1254968615872360000,"","","","","",""
1254969284750500000,"","","","","",""
1254974958582880000,"","","",fi,"",""
1254980771452010000,"",0,"",fi,"",""
1254981434588180000,"","","",fi,"",""
1254985344166080000,"",0,+,fi,"",""
1254990843120810000,"","","","",x,""
1254990954110600000,"","","",fi,"",""
1254992529499530000,0,0,0,fi,"",""
1254994295016260000,"",+,"",fi,"",""
1255000541987520000,"","","",fi,"",""
1255000567245660000,+,+,0,fi,"",""
1255002191854740000,"","","",fi,"",""
1255002904467060000,-,-,-,fi,"",""
1255003174882230000,"","","",fi,"",""
1255004605232140000,"","","",fi,"",""
1255005027120410000,"","","",fi,"",""
1255005598363590000,"",+,"",fi,"",""
1255005895047750000,"","","",fi,"",""
1255005927381530000,"",-,"",fi,"",""
1255005934306410000,0,+,0,fi,"",""
1255006533655670000,"","","",fi,"",""
1255008450255510000,"","","",fi,"",""
1255009098078260000,"","","",so,NO FINN,""
1255010747551060000,"","","",so,"",""
1255010984986640000,-,+,0,fi,"",""
1255011816821970000,"","","","","",""
1255012022279970000,"","","",fi,"",""
1255012542499490000,"","","",sw,NO FINN,""
1255012561470320000,0,+,-,fi,"",""
1255013428504210000,"",0,"",fi,"",""
1255013617898070000,"",-,-,fi,"",""
1255016460407230000,"","","",sw,"",""
1255016491436650000,"","","",fi,"",""
1255016709469210000,-,0,-,fi,"",""
1255017360794300000,-,+,-,fi,"",""
1255018883276310000,"","","",fi,"",""
1255020089277140000,"","","",fi,"",""
1255020957200190000,+,+,+,fi,"",""
1255025194449670000,"","","",fi,"",""
1255027031647140000,"","","",fi,"",""
1255028486088980000,"","","","",NO FINN,""
1255028745381060000,"","","",fi,"",""
1255029729410810000,"",+,0,fi,"",sarcasm
1255030425665310000,"","","",fi,"",""
1255030487694930000,"","","",fi,"",""
1255031060968210000,"","","",xh,"",""
1255031592436870000,"",0,-,fi,"",""
1255032956009190000,"","","",fi,"",""
1255033357467070000,"","","",fi,"",""
1255033741401100000,0,+,0,fi,"",""
1255033991880680000,"","","",fi,"",""
1255035029249550000,"",0,"",fi,"",""
1255035764045420000,0,-,-,fi,"",""
1255036070732770000,"","","","","",""
1255036183891060000,"",0,"",fi,"",""
1255036310592430000,"","","","","",""
1255036606119020000,"",0,"",fi,"",""
1255036999557420000,"",0,"",fi,"",""
1255037033879340000,"","","",fi,"",""
1255039902477100000,"","","","","",""
1255040016297980000,"","","",fy,"",""
1255040341213880000,+,+,+,fi,"",""
1255041842758010000,"","","",fi,"",""
1255045120417770000,"","","",fi,"",""
1255047042084340000,-,-,-,fi,"",""
1255047260448220000,"","","",fi,"",""
1255049981616150000,"",+,"",fi,"",""
1255050523369180000,"","","",fi,"",""
1255051838442910000,"","","",fi,"",""
1255051982190110000,"","","",fi,"",""
1255052726100280000,"",-,"",fi,"",""
1255053883111590000,"","","",fi,"",""
1255054673804960000,"","","",fi,"",""
1255054750783020000,"",+,"",fi,"",""
1255055197912650000,"","","",fi,"",""
1255055309002820000,"","","",zh-Latn,"",""
1255055653430800000,"","","",fi,"",""
1255055659281930000,"","","",fi,"",""
1255056081279230000,"","","","","",""
1255057526753810000,"","","",fi,"",""
1255058175537160000,"",+,"",fi,"",""
1255058613216960000,"","","",sw,"",""
1255058979039800000,"","","","","",""
1255059177950580000,"",+,-,fi,"",""
1255059334490400000,"","","",fi,"",""
1255059424021970000,"","","",fi,"",""
1255059965661930000,"",+,"",fi,"",""
1255062110612140000,"",0,"",fi,"",""
1255062938014100000,"","","",fi,"",""
1255064117091710000,"",0,"",fi,"",""
1255064677924680000,"","","",fi,"",""
1255065603003600000,"","","",fi,"",""
1255066322897200000,"","","",sw,"",""
1255069154010440000,"","","",zu,x,""
1255069301020730000,"","","",fi,"",""
1255070474389860000,"","","",fi,"",""
1255070616916570000,"","","",fi,"",""
1255071485665960000,-,-,-,fi,"",""
1255071899115290000,"",0,0,fi,"",""
1255072723082120000,"","","",fi,"",""
1255073133222150000,"",0,"",fi,"",""
1255073994526590000,"",+,0,fi,"",""
1255074410173730000,"","","",fi,"",""
1255074434001580000,"","","",fi,"",""
1255076242539380000,"",0,"",fi,"",""
1255076487440540000,-,0,-,fi,"",""
1255076822674480000,"","","",sw,not FIN,""
1255076987103780000,"","","","","",""
1255077255786740000,"",-,"",fi,"",""
1255079326913100000,"","","",sw,"",""
1255079774885740000,"","","",vi,NO FINN,""
1255080411316860000,"","","",sw,"",""
1255080526555290000,"",0,"",fi,"",""
1255081237766640000,"","","",fi,"",""
1255081272684270000,"","","",sn,"",""
1255081931051620000,"","","",so,"",""
1255082172689650000,"","","",fi,"",""
1255083089480600000,"",+,"",fi,"",""
1255086671349070000,"",0,"",fi,"",""
1255086804916630000,"","","",sw,"",""
1255088799316620000,"","","",fi,"",""
1255090498164990000,"","","",fi,"",""
1255090991100510000,"",-,"",fi,"",""
1255091059262130000,-,-,0,fi,"",""
1255091190694920000,"","","",fi,"",""
1255091296278110000,"","","","","",""
1255092643765330000,"",0,"",fi,"",""
1255094006582610000,"","","",mg,"",""
1255094815433410000,"","","",ku,"",""
1255095402547860000,"",0,-,fi,"",""
1255097837617950000,"","","",en,"",""
1255098475341120000,"","","",fi,"",""
1255099383282090000,"","","",fi,"",""
1255101788065230000,"","","",fi,"",""
1255102601856770000,"","","",sw,"",""
1255103354654600000,"","","",sw,"",""
1255104476068940000,"",-,-,fi,"",""
1255104712866750000,"","","",ca,"",""
1255106292290600000,"","","",fi,"",""
1255107404498380000,"",+,"",fi,"",""
1255108872966210000,"","","",fi,"",""
1255108954205630000,"",-,-,fi,"",""
1255109090788950000,"",+,+,fi,"",""
1255111617081110000,"","","",fi,"",""
1255112130807950000,"",0,-,fi,"",""
1255112387893530000,"",0,"",fi,"",""
1255112726738850000,"","","",fi,"",""
1255114305835370000,"","","",fi,"",""
1255116462261510000,"","","",fi,"",""
1255117161284150000,"","","",fi,"",""
1255117710213750000,0,+,+,fi,"",""
1255118522319020000,"",+,"",fi,"",""
1255119423096210000,-,-,-,fi,"",""
1255119703623770000,"","","",fi,"",""
1255121671918410000,"","","",fi,"",""
1255122025829500000,"","","",fi,"",""
1255122149087550000,"",+,"",fi,"",""
1255122426838630000,"","","",ku,"",""
1255122946193930000,"","","","","",""
1255125036823990000,0,0,+,fi,"",""
1255125309323480000,"","","",fi,"",""
1255126896066460000,"","","",fi,"",""
1255128178445570000,"",0,0,fi,"",""
1255129327567400000,"",+,"",fi,"",""
1255129613803520000,"",0,"",fi,"",""
1255130283302500000,+,+,+,fi,"",""
1255131691066130000,"","","",fi,"",""
1255133810833850000,-,-,-,fi,"",""
1255133997627150000,"",0,"",fi,"",""
1255135459509860000,"","","",xh,"",""
1255135870446800000,-,0,-,fi,"",""
1255136169303540000,"","","",sn,"",""
1255136336429770000,0,0,+,fi,"",""
1255136901717080000,"","","","",NO FINN,""
1255137170538370000,"","","",so,"",""
1255137198581540000,"",+,0,fi,"",""
1255137700966920000,"","","",fi,"",""
1255139440504130000,"",+,"",fi,"",""
1255140754277560000,"",+,"",fi,"",""
1255142653441630000,"","","",fi,"",""
1255142738732790000,"","","",fi,"",""
1255143471377070000,"","","",fi,"",""
1255143942540030000,"","","",fi,"",""
1255144892973450000,-,-,-,fi,"",""
1255145078646960000,"","","",de,"",""
1255145187401060000,"",0,"",fi,"",""
1255148454134770000,"","","",ig,"",""
1255149214192940000,"","","",fi,"",""
1255151144847810000,"","","",fi,"",""
1255152680541890000,"","","",en,no fin,""
1255155080757690000,"",+,"",fi,"",""
1255155097811550000,"",0,"",fi,"",""
1255155683701350000,"","","",fi,"",""
1255155715884280000,"","","",fi,"",""
1255155730040030000,-,-,-,fi,"",""
1255156642972180000,"",0,-,fi,"",""
1255157167050510000,"","","",zu,"",""
1255157281026520000,"","","",fi,"",""
1255158979120060000,"",+,+,fi,"",""
1255159252957760000,"","","",fi,"",""
1255159262461850000,"","","",fi,"",""
1255159831603880000,"","","",fi,"",""
1255159950277570000,"","","",fi,"",""
1255159998646060000,"","","","","",""
1255163061511610000,"","","",so,"",""
1255164109852760000,"",-,"",fi,"",""
1255165756372810000,-,0,0,fi,"",""
1255166339871900000,"","","","","",""
1255167269111460000,"","","",fi,"",""
1255167956511790000,-,-,-,fi,"",""
1255168018591740000,+,0,0,fi,"",Sarcasm? Hard to see the context
1255168154369770000,"","","",sw,NO FINN,""
1255168703370580000,"","","",fi,"",""
1255169926748390000,-,-,0,fi,"",""
1255170257737650000,"","","","","",""
1255173343516460000,"","","",fi,"",""
1255174978024010000,"","","",fi,"",""
1255177164007380000,"","","",fi,"",""
1255177349777240000,"","","","",NO FINN,""
1255177568598340000,"","","","","",""
1255178864571170000,+,+,+,fi,"",""
1255178873874100000,"",+,"",fi,"",""
1255179788802760000,"","","",fi,"",""
1255180927887690000,"",0,"",fi,"",""
1255184379648920000,"",0,"",fi,"",""
1255184651058120000,"","","",fi,"",""
1255184690916530000,-,-,-,fi,"",""
1255187910711820000,"","","",fi,"",""
1255188549135110000,"","","",sw,"",""
1255189816699960000,"","","",fi,"",""
1255190650506620000,"","","",fi,"",""
1255191515443450000,"","","",fi,"",""
1255192680629450000,"",0,"",fi,"",""
1255192800687250000,"","","",fi,"",""
1255193620052950000,-,-,0,fi,"",""
1255193644031710000,"","","",fi,"",""
1255193962534620000,"","","",fi,"",""
1255194269477940000,"","","",fi,"",""
1255194475594420000,"",+,"",fi,"",""
1255195339994300000,0,+,0,fi,"",""
1255196045379880000,"",+,"",fi,"",""
1255196391233770000,"","","","","",""
1255196804251030000,"",+,"",fi,"",""
1255196860945490000,"","","","",no fin,""
1255197516724940000,"","","",fi,"",""
1255198710025390000,"",-,-,fi,"",""
1255198983753990000,"","","",fi,"",""
1255200876756720000,+,+,+,fi,"",""
1255201276641580000,"",0,"",fi,"",""
1255201456233360000,"","","",fi,"",""
1255201721296420000,"","","","",NO FINN,""
1255202417647540000,"","","",fi,"",""
1255202477860970000,+,+,+,fi,"",""
1255202717611500000,0,0,0,fi,"",""
1255203251919760000,"","","",fi,"",""
1255203370899590000,"","","",fi,"",""
1255204555094140000,"","","",fi,"",""
1255205804971570000,"","","",fi,"",""
1255208410015860000,"",-,"",fi,"",""
1255209633502940000,"","","",fi,"",""
1255213522365170000,"",+,"",fi,"",""
1255215708516030000,"","","",fi,"",""
1255216003446970000,"","","",fi,"",""
1255216463146870000,-,"",-,fi,"",""
1255217205639330000,"","","",fi,"",""
1255217573551010000,"","","","",x,""
1255218324448970000,"","","",eu,"",""
1255218521342080000,"","","",eu,x,""
1255220524927650000,"","","",fi,"",""
1255222460577970000,"",0,"",fi,"",""
1255223081192300000,"","","",fi,"",""
1255224371993620000,"",+,"",fi,"",""
1255225059263890000,"","","",fi,"",""
1255225208065180000,"","","",fi,"",""
1255225242550670000,"","","",fi,"",""
1255227527855060000,-,+,-,fi,"",""
1255228881289840000,+,+,+,fi,"",""
1255236547093370000,-,-,-,fi,"",""
1255237704847180000,"",+,"",fi,"",""
1255239867191240000,"",0,"",fi,"",""
1255239891501440000,"","","",mg,"",""
1255241659111150000,"","","",sq,x,""
1255246588513060000,"","","","",no fin,""
1255247567979530000,"","","",fi,"",""
1255253756087810000,"","","","",NO FINN,""
1255255108801230000,"","","",fi,"",""
1255261804399400000,"","","","","",""
1255269814358110000,"","","",mg,"",""
1255271210675550000,"","","",fi,"",""
1255272365405110000,"","","","","",""
1255276042245290000,"","","","",NO FINN,""
1255279209867550000,"","","",fi,"",""
1255281054023400000,"","","","","",""
1255297909379260000,"","","",xh,NO FINN,""
1255309867998460000,"","","","","",""
1255328328468270000,"","","","",NO FINN,""
1255330265012100000,"","","","","",""
1255330448961690000,+,+,+,fi,"",""
1255331471419760000,"","","",fi,"",""
1255340163699520000,"","","",nl,"",""
1255340365822990000,"","","",fi,"",""
1255343902460190000,"",-,"",fi,"",""
1255344176822180000,"","","",fi,"",""
1255345098684070000,"","","",fi,"",""
1255347547880790000,"","","",fi,"",""
1255348915920040000,"","","",fi,"",""
1255349661562550000,"",0,"",fi,"",""
1255350575123840000,"",+,"",fi,"",""
1255351326298570000,"",0,"",fi,"",""
1255353337530250000,"","","","","",""
1255353422347410000,+,+,+,fi,"",""
1255353660877440000,"","","",fi,"",""
1255356500278760000,"","","",fi,"",""
1255356610983180000,"","","",fi,"",""
1255357706275350000,"","","",fi,"",""
1255358375342350000,-,+,0,fi,"",""
1255360189441760000,+,+,+,fi,"",""
1255360283326940000,-,-,0,fi,"",""
1255362732959960000,"","","",xh,"",""
1255366222717360000,"","","",fi,"",""
1255366461591260000,"",0,"",fi,"",""
1255367123284660000,"",-,-,fi,"",""
1255367837390170000,"",-,"",fi,"",""
1255368391294170000,"",0,"",fi,"",""
1255368428422080000,"","","",fi,"",""
1255370023306240000,"","","",fi,"",""
1255370581802970000,"","","",fi,"",""
1255372837034100000,"","","",fi,"",""
1255373270863480000,"","","",fi,"",""
1255375445387880000,"","","",fi,"",""
1255375600526730000,"","","",fi,"",""
1255376117772530000,"","","",fi,"",""
1255377635141660000,"",0,"",fi,"",""
1255377685259400000,"",+,"",fi,"",""
1255377928168380000,"","","",fi,"",""
1255378178744420000,"","","",fi,"",""
1255380301825610000,"","","",fi,"",""
1255381722969010000,"","","",sw,"",""
1255381802379810000,"",+,"",fi,"",""
1255382546466120000,"","","","","",""
1255387940999610000,"","","","","",""
1255388416356860000,"","","",fi,"",""
1255389522965210000,-,0,0,fi,"",""
1255390286169230000,"","","",fi,"",""
1255391677193370000,"",+,"",fi,"",""
1255391968533910000,"",-,"",fi,"",""
1255392322923230000,"","","",fi,"",""
1255392428405690000,0,+,-,fi,"",""
1255393101486730000,"","","",fi,"",""
1255393344374610000,"","","",fi,"",""
1255393851134660000,"","","","","",""
1255394395379070000,"","","",fi,"",""
1255394887903730000,"",0,"",fi,"",""
1255396601146810000,"",-,"",fi,"",""
1255398514995210000,"","","",xh,NO FINN,""
1255398556518810000,"",0,"",fi,"",""
1255399474622610000,"","","",fi,"",""
1255399898817630000,"",+,"",fi,"",""
1255400932604610000,"","","",fi,"",""
1255401141904470000,"",0,"",fi,"",""
1255401512454560000,"","","",fi,"",""
1255403009472890000,"","","",fi,"",""
1255403317850710000,-,-,-,fi,"",""
1255407740740080000,"","","",xh,"",""
1255408596076190000,"",+,"",fi,"",""
1255409203109340000,"","","",zu,"",""
1255409474342450000,"",0,-,fi,"",""
1255411535935140000,"","","","","",""
1255411571846710000,"","","",fi,"",""
1255412756171200000,"","","",ga,"",""
1255412950103460000,"","","",fi,"",""
1255413008307760000,"","","",fi,"",""
1255413534860760000,"","","",fi,"",""
1255413721477840000,"",0,0,fi,"",""
1255414683340880000,0,-,0,"",fi,""
1255414791344210000,"","","",fi,"",""
1255415355712970000,"",0,"",fi,"",""
1255415423522180000,"","","","",no fin,""
1255418601546420000,"","","","","",""
1255419247230140000,"","","",fi,"",""
1255419540248430000,"","","",fi,"",""
1255422539674810000,"",0,"",fi,"",""
1255422720248110000,"","","",fi,"",""
1255422850829350000,"",0,"",fi,"",""
1255423572631330000,+,+,+,fi,"",""
1255423778886120000,"","","",fi,"",""
1255423802479080000,"","","",fi,"",""
1255424205165910000,"","","",fi,"",""
1255424884374740000,"","","",fi,"",""
1255426666014430000,"","","",fi,"",""
1255427205125080000,"",-,"",fi,"",""
1255428165402580000,"","","",fi,"",""
1255428646451450000,-,0,-,fi,"",""
1255428928208020000,+,+,+,fi,"",""
1255429465230000000,"","","",fi,"",""
1255432737659520000,+,+,+,fi,"",""
1255433266766790000,"","","",fi,"",""
1255433808335290000,"","","",fi,"",""
1255437034656860000,"","","",fi,"",""
1255437779045140000,"","","",fi,"",""
1255438430269580000,"","","",fi,"",""
1255438817705760000,"","","",fi,"",""
1255439029581030000,"","","","","",""
1255439054876950000,"","","",fi,"",""
1255441426743270000,"","","",fi,"",""
1255441536889830000,-,0,0,fi,"",""
1255442269441790000,"","","",fi,"",""
1255443203945370000,"","","",fi,"",""
1255443803344860000,"","","",sw,"",""
1255445502981740000,"","","",fi,"",""
1255446391540900000,"","","",fi,"",""
1255448047934460000,"","","",fi,"",""
1255448262770860000,"","","",fi,"",""
1255448988473580000,"",-,"",fi,"",""
1255449425838830000,"",0,"",fi,"",""
1255449459489720000,"",+,"",fi,"",""
1255450294269380000,"",+,"",fi,"",""
1255451160359690000,"",+,"",fi,"",""
1255452006522780000,"",0,-,fi,"",""
1255454720384260000,"",0,"",fi,"",""
1255455086530170000,"","","",fi,"",""
1255457108897800000,"","","",so,NO FINN,""
1255457774353490000,"","","",fi,"",""
